GENERAL LOCATION LONG,SITE_NAME,ENTRY COMPLETE (Yes or No),DEPLOYED? ACTIVELY COLLECTING DATA? (yes or no),AGENCY,PERSON ACCOUNTABLE,RIVER_KM(RKM),GATE_TYPE,INSTRUMENT_SERIAL_NO.,SYSTEM_MAKE,SYSTEM_MODEL,FILENAME,FIRMWARE_VERSION ,AUTO(A)_OR_REALTIME(RT) ,MODEM_IP_ADDRESS,HYDROPHONE_LATITUDE,HYDROPHONE_LONGITUDE,SHORE_POINT_LATITUDE,SHORE_POINT_LONGITUDE,RECEIVER_CLOCK_TIME_SYSTEM,BattStart_DateTime,DAYS_SINCE_POWER_UP,IN_WATER_DATETIME,OUT_WATER_DATETIME,BOTTOM_DEPTH(M),BOTTOM_DEPTH (FT),HYDROPHONE_DEPTH(M),HYDROPHONE_DEPTH(FT),BEACON_TAG_ID (Dec format),BEACON_PRI (SECS),BEACON_LAT,BEACON_LONG,BEACON_TAG_IN_WATER_DATE,BEACON_TAG_OUT_WATER_DATE,MOORING_METHOD,DEPLOYED_BY,RECOVERED_BY,JUSTIFICATION,EXPECTED_STUDY_DURATION,FUNDING_SOURCE,SPECIES_TAGGED,NOTES_DEPLOYMENT_RECOVERY_DATA ,,
BC_Beach,BC_Beach_RR2,,NO,NOAA/DWR Oroville,Ammann,217.315,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoydsPump,BoydsPump_RL,,NO,NOAA/DWR Oroville,Ammann,240.276,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoydsPump,BoydsPump_RR,,NO,NOAA/DWR Oroville,Ammann,240.277,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoydsPump,BoydsPump_RR,,NO,NOAA/DWR Oroville,Ammann,240.277,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Gateway,FR_Gateway,,NO,DWR Oroville,Kindopp,299.317,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Gateway,FR_Gateway,,NO,DWR Oroville,Kindopp,299.317,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Gateway,FR_Gateway,,NO,DWR Oroville,Kindopp,299.317,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_TopBigBar,FR_TopBigBar,,NO,DWR Oroville,Kindopp,292.837,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_TopBigBar,FR_TopBigBar,,NO,DWR Oroville,Kindopp,292.837,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_TopBigBar,FR_TopBigBar,,NO,DWR Oroville,Kindopp,292.837,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_UpperHour,FR_UpperHour,,NO,DWR Oroville,Kindopp,297.387,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_UpperHour,FR_UpperHour,,NO,DWR Oroville,Kindopp,297.387,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Verona_Bot,FR_Verona_Bot_RL,,NO,NOAA/DWR Oroville,Ammann,205.959,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Verona_Bot,FR_Verona_Bot_RR,,NO,NOAA/DWR Oroville,Ammann,205.816,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Verona_Top,FR_Verona_Mid_RL,,NO,NOAA/DWR Oroville,Ammann,206.743,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Verona_Top,FR_Verona_Mid_RR,,NO,NOAA/DWR Oroville,Ammann,206.683,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR_Verona_Top,FR_Verona_Top_RR,,NO,NOAA/DWR Oroville,Ammann,206.984,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gridley,Gridley1,,NO,NOAA/DWR Oroville,Ammann,287.027,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gridley,Gridley2,,NO,NOAA/DWR Oroville,Ammann,286.886,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShanghaiBend,ShanghaiBend_RL,,NO,NOAA/DWR Oroville,Ammann,245.453,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShanghaiBend,ShanghaiBend_RR,,NO,NOAA/DWR Oroville,Ammann,245.454,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StarBend,StarBend_RL,,NO,NOAA/DWR Oroville,Ammann,234.925,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StarBend,StarBend_RR,,NO,NOAA/DWR Oroville,Ammann,234.926,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StarBend,StarBend_RR,,NO,NOAA/DWR Oroville,Ammann,234.926,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SacTrawl2,SacTrawl2 RL_2,YES,N,NOAA,Ammann,166.635,DD,2000183,Lotek,Lotek 4350L,L2022_2000183_R1.JST,9.6,A,,38.538173,-121.514597,38.53807,-121.51443,PST,2/10/2022 21:44,160,2/12/2022 3:17:00 PM,5/9/2022 9:45,5,16.4,4,13.12,183,30,38.538173,-121.514597,2/12/2022 15:17,05/09/2022 9:45,shore cable,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. New site to add second receiver on RL. 35lb plate 5m from shore.,,
SacTrawl2,SacTrawl2 RR_2,YES,N,NOAA,Ammann,166.638,DD,2000180,Lotek,Lotek 4350L,L2022_2000180_R1.JST,9.6,A,,38.53859,-121.51568,38.53873,-121.51591,PST,2/10/2022 21:24,160,2/12/2022 2:34:00 PM,5/11/2022 9:00,4.1,13.45,3.4,11.15,180,30,38.53859,-121.51568,2/12/2022 14:34,05/11/2022 9:00,shore cable,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. 35lb plate 5m from shore. Painted orange dot on willow branch. Bushy willow downstream of big fallen willow horiz over water. DS of fishing beach.,,
SacTrawl2,SacTrawl2 RL,YES,N,NOAA,Ammann,166.636,DD,13024,ATS,ATS V3.1,SR13024_220204_133402.csv,2.83,A,,38.5376,-121.51541,38.53748,-121.51523,PST,2/4/2022 13:31,100,2/12/2022 1:55:00 PM,5/11/2022 11:20,4.7,15.42,4,13.12,,,,,,,shore cable,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 2.7C. 35lb plate 6m from shore. Hid cable under rip rap.,,
SacTrawl1,SacTrawl1 RL,YES,N,NOAA,Ammann,167.007,DD,20029,ATS,ATS V5.1,SR20029_220210_171159.csv,6.41,A,NA,38.54234,-121.51123,38.54225,-121.51118,PST,2/10/2022 17:34,100,2/12/2022 12:48:00 PM,5/11/2022 9:30,8.5,27.89,3,9.84,,,,,,,shore cable,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 2.7C. 35lb plate 6m from shore. A fisherman called me on 3/8/2021 saying he snagged it and pulled it in. He had a private number and I could not call him back. JN went to site on 3/23/21 and found it on the bank. It looked okay so he redeployed it. Hydrophone about 2 feet under water. Missed a lot of fish.,,
SacTrawl1,SacTrawl1 RR,YES,N,NOAA,Ammann,167.008,DD,16006,ATS,ATS V3.1,16006___220204_112637.csv,2.83,A,,38.54237,-121.51243,38.54246,-121.51263,PST,2/4/2022 11:26,100,2/12/2022 11:56:00 AM,5/11/2022 9:10,2.4,7.87,2,6.56,,,,,,,shore cable,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 0.0C. 25lb plate 10m from shore,,
SacTrawl1,SacTrawl1 RR_2,YES,N,NOAA,Ammann,167.009,DD,2000182,Lotek,Lotek 4350L,L2022_2000182_R1.JST,9.6,A,,38.54322,-121.51194,38.54326,-121.51222,PST,2/10/2022 21:33,160,2/12/2022 11:10:00 AM,5/11/2022 8:45,2.5,8.2,1.5,4.92,182,30,38.54322,-121.51194,2/12/2022 11:10,05/11/2022 8:45,shore cable,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. Extra 25lb plate about 3m from shore. 45lb plate with vertical rod fixed. Tree is marked with two orange paint dots,,
ChippsW,Chipps2.5,YES,N,NOAA,Ammann,71.246,DD,13043,ATS,ATS V3.1,SR13043_220204_131808.csv,2.83,A,,38.04352,-121.91602,38.04352,-121.91602,PST,2/4/2022 13:14,100,2/11/2022 4:32:00 PM,5/10/2022 16:06,19,62.34,17,55.77,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 3.6C.,,
ChippsW,Chipps2.4,YES,N,NOAA,Ammann,71.245,DD,20058,ATS,ATS V3.1,SR20058_220204_140911.csv,6.41,A,NA,38.04487,-121.91578,38.04487,-121.91578,PST,2/4/2022 14:08,100,2/11/2022 4:19:00 PM,5/10/2022 16:30,18.6,61.02,17,55.77,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Fixed broken halo. New Orings. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 3.0C.,,
ChippsW,Chipps2.3,YES,N,NOAA,Ammann,71.244,DD,13032,ATS,ATS V3.1,SR13032_220204_123816.csv,2.83,A,,38.046298,-121.915567,38.046298,-121.915567,PST,2/4/2022 12:33,100,2/11/2022 4:09:00 PM,5/10/2022 15:19,15.6,51.18,13.6,44.62,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 2.7C.,,
ChippsW,Chipps2.1,YES,N,NOAA,Ammann,71.242,DD,16001,ATS,ATS V3.1,16001___220204_110316.csv,2.83,A,,38.04913,-121.91512,38.04913,-121.91512,PST,2/4/2022 10:59,100,2/11/2022 3:58:00 PM,5/10/2022 14:26,9.7,31.82,8.7,28.54,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 0.0C.,,
ChippsW,Chipps2.2,YES,N,NOAA,Ammann,71.243,DD,13057,ATS,ATS V3.1,SR13057_211217_121827.csv,2.83,A,,38.04776,-121.9153,38.04776,-121.9153,PST,2/4/2022 14:50,100,2/11/2022 3:58:00 PM,5/10/2022 14:51,13.2,43.31,12.8,41.99,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,New Halo with SS bolts. Housing SN has 13058 this was changed to 13057 to match SN reported on board. Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 4.4C. Had SS halo bolts which did not rust at all.,,
ChippsE,Chipps1.1,YES,N,NOAA,Ammann,71.728,DD,13013,ATS,ATS V3.1,SR13013_220210_184833.csv,2.83,A,,38.0492,-121.90924,38.0492,-121.90924,PST,2/10/2022 10:00,100,2/11/2022 3:36:00 PM,5/10/2022 13:59,9.6,31.5,8.8,28.87,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,clocked synced. format card. Lowered on slip line.,,
ChippsE,Chipps1.2,YES,N,NOAA,Ammann,71.729,DD,16013,ATS,ATS V3.1,16013___220204_130033.csv,2.83,A,,38.04755,-121.90947,38.04755,-121.90947,PST,2/4/2022 12:55,100,2/11/2022 3:24:00 PM,5/10/2022 11:55,17.7,58.07,13.5,44.29,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 2.5C.,,
ChippsE,Chipps1.3,YES,N,NOAA,Ammann,71.73,DD,19072,ATS,ATS V3.1,SR19072_220204_134015.csv,6.41,A,NA,38.04596,-121.90953,38.04596,-121.90953,PST,2/4/2022 11:39,100,2/11/2022 3:15:00 PM,5/10/2022 12:45,15.2,49.87,13.8,45.28,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 3.1C. Lots of false detects in file. Came up clean. Rusts on bolts - deeper more salt. Lost float tube - tape came off it was the cheap stuff not christies.,,
ChippsE,Chipps1.4,YES,N,NOAA,Ammann,71.731,DD,13021,ATS,ATS V3.0,13021___220210_200829.csv,2.83,A,,38.04439,-121.90993,38.04439,-121.90993,PST,2/10/2022 19:03,100,2/11/2022 3:05:00 PM,5/10/2022 10:40,16.5,54.13,14.5,47.57,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 2.3C. Rec clock was one hour ahead of PST before re-setting clock. Came up clean. Saw tanker Luzon go over 1.3 at 5/10/22 11:32 PST.,,
ChippsE,Chipps1.5,YES,N,NOAA,Ammann,71.732,DD,16014,ATS,ATS V3.1,16014___220204_102452.csv,2.83,A,,38.04272,-121.91016,38.04272,-121.91016,PST,2/4/2022 10:24,100,2/11/2022 2:52:00 PM,5/10/2022 9:17,14.5,47.57,15.3,50.2,,,,,,,VR2AR,AJA Ken Baltz,AJA Ken Baltz,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Temp offset is 2.1C. Tag line canister. Dropped 30m to North of spot. Came up right away. No egeria at all.,,
ChippsE,Chipps1.1,Y,N,NOAA,Ammann,71.728,DD,13034,ATS,ATS V3.1,SR13034_220502_084649.csv,2.83,A,,38.0492,-121.90924,38.0492,-121.90924,PST,5/10/2022 13:59,100,5/10/2022 2:29:00 PM,6/22/2022 9:35,9.6,31.5,8.8,28.87,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. Reused strap. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
ChippsE,Chipps1.2,Y,N,NOAA,Ammann,71.729,DD,13054,ATS,ATS V3.1,SR13054_220502_131055.csv,2.83,A,,38.04755,-121.90947,38.04755,-121.90947,PST,5/2/2022 13:07,100,5/10/2022 12:32:00 PM,6/22/2022 9:39,17.7,58.07,13.5,44.29,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. Reused strap. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
ChippsE,Chipps1.3,Y,N,NOAA,Ammann,71.73,DD,13055,ATS,ATV V3.1,SR13055_220504_105123.csv,2.83,A,,38.04596,-121.90953,38.04596,-121.90953,PST,5/4/2022 10:44,100,5/10/2022 1:49:00 PM,6/22/2022 10:05,15.2,49.87,13.8,45.28,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Reused strap. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
ChippsE,Chipps1.4,Y,N,NOAA,Ammann,71.731,DD,13008,ATS,ATS V3.1,SR13008_220504_101346.csv,2.83,A,,38.04439,-121.90993,38.04439,-121.90993,PST,5/4/2022 9:01,100,5/10/2022 11:32:00 AM,6/22/2022 8:30,16.5,54.13,14.5,47.57,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,Orings cleaned. clocked synced. tested with lotek 00AB.format card. checked card. Installed halo. Temp offset is 2.3C. Rec clock was one hour ahead of PST before re-setting clock. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.,,
ChippsE,Chipps1.5,Y,N,NOAA,Ammann,71.732,DD,13062,ATS,ATV V3.1,SR13062_220502_124241.csv,2.83,A,,38.04272,-121.91016,38.04272,-121.91016,PST,5/2/2022 12:41,100,5/10/2022 10:29:00 AM,6/22/2022 8:35,14.5,47.57,15.3,50.2,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. Fixed broken board bulkhead. In 30m north of point. Reused strap. 6-22-22 came up easy. Current 3knts but stayed up. Not much egeria. Hydroids and barns. Removed for the season.",,
ChippsW,Chipps2.1,Y,N,NOAA,Ammann,71.242,DD,13030,ATS,ATS V3.1,SR13030_220502_093206.csv,2.83,A,,38.04913,-121.91512,38.04913,-121.91512,PST,5/2/2022 9:28,100,5/10/2022 2:45:00 PM,6/22/2022 9:16,9.7,31.82,8.7,28.54,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
ChippsW,Chipps2.2,Y,N,NOAA,Ammann,71.243,DD,13018,ATS,ATV V3.1,SR13018_220502_101049.csv,2.83,A,,38.04776,-121.9153,38.04776,-121.9153,PST,5/2/2022 10:05,100,5/10/2022 3:12:00 PM,6/22/2022 9:24,13.2,43.31,12.8,41.99,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. Reused strap. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
ChippsW,Chipps2.3,Y,N,NOAA,Ammann,71.244,DD,13061,ATS,ATV V3.1,SR13061_220504_122357.csv,2.83,A,,38.046298,-121.915567,38.046298,-121.915567,PST,5/4/2022 12:21,100,5/10/2022 3:40:00 PM,6/22/2022 9:30,15.6,51.18,13.6,44.62,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. Reuse strap. Sand miner vessel Beatrice Lyne east of 1.2 by 500m. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
ChippsW,Chipps2.4,Y,N,NOAA,Ammann,71.245,DD,15014,ATS,ATV V3.0,SR15014_220329_111300.csv,2.83,A,,38.04487,-121.91578,38.04487,-121.91578,PST,5/4/2022 11:29,100,5/10/2022 4:50:00 PM,6/22/2022 9:46,18.6,61.02,17,55.77,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. Reused strap. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
ChippsW,Chipps2.5,Y,N,NOAA,Ammann,71.246,DD,13056,ATS,ATV V3.1,SR13056_220502_103841.csv,2.83,A,,38.04352,-121.91602,38.04352,-121.91602,PST,5/2/2022 10:31,100,5/10/2022 4:21:00 PM,6/22/2022 9:50,19,62.34,17,55.77,,,,,,,VR2AR,AJA Ken Baltz,AJA JAH,"RSM, TE",100,USFWS-NOAA,CS,"Orings cleaned, clocked synced, tested with lotek 00AB,format card, checked card. Installed halo. Reuse strap. 6-22-22 No egeria but lots of hydroids and barns. Strap nut corroded. Salt water. Removed for the season.",,
Mallard_Slough_1,Mallard_Slough_1,Y,N,NOAA,Ammann,71.47,S,2000179,Lotek,Lotek 4350L,L2022_2000179_R1.JST,9.2-9.6,A,,38.03982,-121.913399,38.03976,-121.91336,PST,2/10/2022 21:19,160,2/13/2022 8:44:00 AM,6/23/2022 7:30,3,9.84,2,6.56,179,30,38.03982,-121.913399,2/13/2022 8:44,06/23/2022 7:30,shore cable,AJA Ken Baltz,AJA JAH,"RSM, TE",160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. Rec came up easy. Lost halo - hose clamp nut corroded away.,,
Mallard_Slough_2,Mallard_Slough_2,Y,N,NOAA,Ammann,70.86,S,2000181,Lotek,Lotek 4350L,L2022_2000181_R1.JST,9.2-9.6,A,,38.041108,-121.918708,38.04117,-121.91871,PST,2/10/2022 21:27,160,2/13/2022 9:28:00 AM,6/23/2022 7:51,3,9.84,2,6.56,181,30,38.041108,-121.918708,2/13/2022 9:28,06/23/2022 7:51,shore cable,AJA Ken Baltz,AJA JAH,"RSM, TE",160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. Came up easy. Slimy but some barns. Still had halo. Left cable and weight there.,,
Montezuma_Slough_1,Montezuma_Slough_1,Y,N,NOAA,Ammann,77.866,S,2000189,Lotek,Lotek 4350L,L2022_2000189_R1.JST,9.6-9.2,A,,38.07181,-121.871218,38.0719,-121.87119,PST,2/13/2022 13:00,160,2/13/2022 1:33:00 PM,6/23/2022 10:00,6,19.69,5,16.4,189,30,38.07181,-121.871218,2/13/2022 13:33,06/23/2022 10:00,shore cable,AJA Ken Baltz,AJA JAH,"RSM, TE",160,USFWS-NOAA,CS,"set temp and tilt to 60sec. Filter on. Beacon set to 30s. Same SN as another Lotek that has 188 label on housing but reports data as 189. Check this one to see if maybe labels got switched. Started on boat. Attached to small tree 8"" dia trunk next to pompas grass- RR the rip rap side- 25m long cable. 6-23 still had halo. Barns but no hydroids. Came up easy. Left cable and weight in water. Need to do something about duplicate SN",,
Montezuma_Slough_2,Montezuma_Slough_2,Y,N,NOAA,Ammann,77.646,S,2000071,Lotek,Lotek 4350L,L2022_2000071_R1.JST,8.1,A,,38.071632,-121.873692,38.07152,-121.8737,PST,2/13/2022 14:00,160,2/13/2022 2:30:00 PM,6/23/2022 9:40,4,13.12,3,9.84,71,30,38.071632,-121.873692,2/13/2022 14:30,06/23/2022 9:40,shore cable,AJA Ken Baltz,AJA JAH,"RSM, TE",160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. Cable attached to low limb of tree - RL -Duct tape in tree to mark spot-use pole hook to retrieve -look for big dead tree directly across on other bank - 220m from 1 and 720m from mouth. 6-23 found floating on surface. I did not tighten cable clamp nuts enough. Cable clamp slide 3m. No hydroids No barns had green filamentous algae. Still had halo.,,
Spoonbill_Slough_1,Spoonbill_Slough_1,Y,N,NOAA,Ammann,68.75,S,2000178,Lotek,Lotek 4350L,L2022_2000178_R1.JST,9.2_9.6,A,,38.056812,-121.896948,38.05685,-121.8969,PST,2/10/2022 21:07,160,2/13/2022 10:48:00 AM,6/23/2022 8:25,3,9.84,2,6.56,178,30,38.056812,-121.896948,2/13/2022 10:48,06/23/2022 8:25,shore cable,AJA Ken Baltz,AJA JAH,"RSM, TE",160,USFWS-NOAA,CS,set temp and tilt to 60sec. Filter on. Beacon set to 30s. First one in spoonbill 500m from mouth. At recovery still had halo but hose clamp nut corroded away. Lots of hydroids and a few barns. Filter on but big file.,,
Spoonbill_Slough_2,Spoonbill_Slough_2,Y,N,NOAA,Ammann,68.55,S,2000184,Lotek,Lotek 4350L,L2022_2000184_R1.JST,9.2_9.6,A,,38.057859,-121.898778,38.05797,-121.89872,PST,2/10/2022 21:50,160,2/13/2022 11:42:00 AM,6/23/2022 8:48,5,16.4,4,13.12,184,30,38.057859,-121.898778,2/13/2022 11:42,06/23/2022 8:48,shore cable,AJA Ken Baltz,AJA JAH,"RSM, TE",160,USFWS-NOAA,CS,"set temp and tilt to 60sec. Filter on. Beacon set to 30s. Second one in Spoonbill. 200m from 1 and 700m from mouth. At recovery- rec still had halo but hose clamp bolt rusted away. Lots of biofouling - hydroids some barns - probably salty. Continued logging to test how long the battery will run, so far it gone for 134 days. Left cable and weight in the water.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeport_1,FPT_1,Yes,No,USGS,Vallee/Johnson,,DD,17023,ATS,SR3000,SR17023_211129_102902.csv,2.83,A,,38.465988,-121.504308,,,PST,11/29/2021,324,12/01/2021 12:42:00,03/01/2022 12:59:00,9.20,30.20,8.52,27.95,,,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2022,USBR,,,,
Freeport_1,FPT_1,Yes,No,USGS,Vallee/Johnson,,DD,17063,ATS,SR3000,corrupt card- send to ats,4.11,A,,38.466002,-121.504344,,,PST,2/28/2022 10:25,233,03/01/2022 13:08:00,05/31/2022 7:55:00,8.87,29.10,8.18,26.85,,,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2022,USBR,,Solid Y/G lights when recovered. Corrupt Card. Could not retrieve data with HXD. Will send card to ATS. ,,
Freeport_1,FPT_1,Yes,No,USGS,Vallee,,DD,17112,ATS,SR3000,17112___220509_122825.csv,4.11,A,,38.466002,-121.504344,,,PST,5/9/2022 12:35,162,05/31/2022 8:11:00,06/16/2022 6:42:00,9.39,30.80,8.70,28.55,,,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2023,,,,,
Freeport_2,FPT_2,Yes,No,USGS,Vallee,,DD,16004,ATS,SR3000,SR16004_211129_122528.csv,2.83,A,,38.466334,-121.504937,,,PST,11/29/2021,324,12/01/2021 13:00:00,03/01/2022 12:41:00,6.71,22.00,6.02,19.75,,,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2024,USBR,,Corrupt card. Was able to recover full data using HXD. ,,
Freeport_2,FPT_2,Yes,No,USGS,Vallee,,DD,21130,ATS,SR3001,SR21130_220228_102600.csv,6.49,A,,38.466334,-121.504937,,,PST,2/28/2022 10:25,233,03/01/2022 12:51:00,05/31/2022 8:23:00,7.01,23.00,6.32,20.75,,,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2025,USBR,,,,
Freeport_2,FPT_2,Yes,No,USGS,Vallee,,DD,22036,ATS,SR3001,SR22036_220509_093052.csv,6.49,A,,38.466334,-121.504937,,,PST,5/9/2022 12:55,162,05/31/2022 8:34:00,06/18/2022 6:25:00,6.19,20.30,5.50,18.05,,,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2026,,,,,
Freeport_3,FPT_3,Yes,No,USGS,Vallee,,DD,17116,ATS,SR3000,17116___211129_130719.csv,4.11,A,,38.462111,-121.50367,,,PST,11/29/2021,324,12/01/2021 12:08:00,03/01/2022 13:42:00,7.50,24.60,6.81,22.35,,,,,,,Weighted Frame,"CV, RJ, NV",,CAT,Nov 2021-July 2027,USBR,,,,
